8.36324e-06,3.36728e-06,6.84313e-06,-1.72183,-1.72098,0.680038,-1.51705,-1.07462,0.782053,-1.17291,-0.299764,0.79986,-0.620407,0.473956,0.53181,-0.894125,-3.32532,-0.41789,-0.671392,-2.8015,-0.182004,-0.446074,-2.21088,0.0707343,-0.32156,-1.31515,0.344014,-0.763083,-2.94321,-1.08787,-0.46496,-2.60459,-0.824386,-0.145101,-2.21473,-0.513602,0.0358596,-1.29891,-0.161059,-0.51007,-2.42953,-1.58495,-0.200054,-2.16136,-1.30495,0.0970438,-1.79986,-0.978432,0.262371,-1.06328,-0.582744,-0.152354,-1.7019,-2.01864,0.0696864,-1.49332,-1.75965,0.263436,-1.29649,-1.52105,0.42791,-0.619816,-1.03145
8.36324e-06,3.36728e-06,6.84313e-06,-1.72183,-1.72098,0.680038,-1.51705,-1.07462,0.782053,-1.17291,-0.299764,0.79986,-0.620407,0.473956,0.53181,-0.894125,-3.32532,-0.41789,-0.671392,-2.8015,-0.182004,-0.446074,-2.21088,0.0707343,-0.32156,-1.31515,0.344014,-0.763083,-2.94321,-1.08787,-0.46496,-2.60459,-0.824386,-0.145101,-2.21473,-0.513602,0.0358596,-1.29891,-0.161059,-0.51007,-2.42953,-1.58495,-0.200054,-2.16136,-1.30495,0.0970438,-1.79986,-0.978432,0.262371,-1.06328,-0.582744,-0.152354,-1.7019,-2.01864,0.0696864,-1.49332,-1.75965,0.263436,-1.29649,-1.52105,0.42791,-0.619816,-1.03145
8.38259e-06,2.88139e-06,7.24635e-06,-1.74505,-1.71215,0.589794,-1.53228,-1.07826,0.723218,-1.17769,-0.309876,0.775867,-0.61364,0.464972,0.543667,-0.926304,-3.30341,-0.528612,-0.706398,-2.77938,-0.276845,-0.480852,-2.19852,-0.00655242,-0.346471,-1.31689,0.294656,-0.779288,-2.92018,-1.1867,-0.485401,-2.57626,-0.910421,-0.171677,-2.18785,-0.585823,0.0132201,-1.28877,-0.206772,-0.516734,-2.39511,-1.66934,-0.212102,-2.12067,-1.3751,0.0797693,-1.76243,-1.03452,0.245334,-1.04389,-0.617918,-0.153762,-1.64284,-2.07324,0.0640522,-1.43644,-1.8047,0.252977,-1.2443,-1.5576,0.420444,-0.587707,-1.04906
6.1194e-06,7.01319e-06,8.42556e-06,-1.8752,-1.55369,0.509891,-1.69928,-0.893963,0.556018,-1.3281,-0.101443,0.46147,-0.69543,0.621528,0.178943,-1.07796,-3.24582,0.183584,-0.870001,-2.70421,0.354253,-0.656972,-2.09236,0.52044,-0.537331,-1.15358,0.573696,-0.583675,-3.45897,-0.280225,-0.354084,-2.90891,-0.0822444,-0.150406,-2.30248,0.136861,-0.0567425,-1.29323,0.205899,-0.129511,-3.25181,-0.791524,0.0841135,-2.68927,-0.538988,0.267116,-2.08187,-0.301593,0.297675,-1.19713,-0.179396,0.3573,-2.53696,-1.34073,0.50501,-2.102,-1.09141,0.606596,-1.74911,-0.898731,0.624244,-0.901232,-0.664397
6.10369e-06,7.01094e-06,8.42001e-06,-1.87798,-1.55078,0.508345,-1.70153,-0.891582,0.554466,-1.32915,-0.0996605,0.45967,-0.695246,0.622157,0.177655,-1.07954,-3.24639,0.188496,-0.872002,-2.70375,0.357621,-0.659056,-2.09163,0.522492,-0.538838,-1.15274,0.57387,-0.583173,-3.46282,-0.274345,-0.354376,-2.91051,-0.0779372,-0.151474,-2.30253,0.139658,-0.0579237,-1.29289,0.206686,-0.127393,-3.25675,-0.786519,0.0850713,-2.69156,-0.535236,0.26725,-2.0827,-0.298876,0.296992,-1.1975,-0.178242,0.360271,-2.54065,-1.3382,0.507142,-2.10409,-1.0892,0.607774,-1.75058,-0.896738,0.624379,-0.902097,-0.663139
6.11422e-06,6.9952e-06,8.4051e-06,-1.87457,-1.54825,0.508736,-1.69878,-0.889587,0.555872,-1.32679,-0.0981921,0.46077,-0.693487,0.62249,0.178228,-1.08143,-3.24051,0.188644,-0.873675,-2.69973,0.357934,-0.660189,-2.08901,0.522933,-0.539096,-1.15073,0.57412,-0.586098,-3.46055,-0.273085,-0.35675,-2.90882,-0.0768717,-0.15349,-2.30074,0.140237,-0.0590752,-1.29141,0.207027,-0.130741,-3.25459,-0.784646,0.0822371,-2.69025,-0.533815,0.264947,-2.08198,-0.298051,0.295507,-1.19674,-0.177759,0.356629,-2.53955,-1.3359,0.504159,-2.10334,-1.08717,0.605286,-1.75005,-0.895143,0.622774,-0.901703,-0.662293
6.1076e-06,7.0048e-06,8.4248e-06,-1.88214,-1.54561,0.509414,-1.70405,-0.886707,0.555571,-1.32917,-0.0966761,0.460456,-0.69384,0.622973,0.178318,-1.08605,-3.23872,0.182432,-0.877435,-2.69878,0.352632,-0.663253,-2.08931,0.519123,-0.540383,-1.15171,0.572826,-0.591274,-3.45321,-0.281131,-0.360965,-2.90488,-0.0833938,-0.156247,-2.30097,0.136085,-0.0599516,-1.29228,0.205637,-0.134484,-3.25071,-0.791852,0.0795208,-2.68836,-0.539087,0.263195,-2.08187,-0.301328,0.295086,-1.19727,-0.179086,0.35763,-2.5388,-1.34123,0.504775,-2.10254,-1.09146,0.605508,-1.74971,-0.898304,0.622901,-0.902099,-0.663327
6.05066e-06,6.971e-06,8.44584e-06,-1.88622,-1.54298,0.495202,-1.70806,-0.884167,0.543587,-1.33167,-0.0953706,0.451642,-0.69389,0.622936,0.174571,-1.09005,-3.23352,0.170427,-0.881733,-2.69597,0.343303,-0.667796,-2.08824,0.512465,-0.544322,-1.15102,0.568199,-0.594669,-3.44438,-0.291671,-0.36438,-2.90008,-0.090804,-0.159494,-2.29966,0.131949,-0.0619435,-1.29143,0.204261,-0.13422,-3.24173,-0.798133,0.0793974,-2.68401,-0.542678,0.262887,-2.08034,-0.302262,0.295559,-1.19635,-0.177843,0.363283,-2.53303,-1.34182,0.509624,-2.09912,-1.0904,0.609722,-1.74744,-0.895843,0.626653,-0.901034,-0.659257
6.06292e-06,6.97617e-06,8.44484e-06,-1.88397,-1.54416,0.495702,-1.70641,-0.885203,0.544645,-1.33074,-0.0959788,0.452616,-0.693711,0.622809,0.175118,-1.08966,-3.23178,0.169278,-0.881262,-2.69508,0.342627,-0.66717,-2.08792,0.512289,-0.543679,-1.15087,0.568571,-0.595029,-3.4435,-0.292586,-0.364315,-2.89968,-0.0913564,-0.159279,-2.29933,0.131548,-0.06163,-1.29131,0.204333,-0.13534,-3.24112,-0.798834,0.0787922,-2.68374,-0.543068,0.262616,-2.08024,-0.302571,0.295562,-1.19618,-0.177998,0.361485,-2.53289,-1.34193,0.508364,-2.09897,-1.09039,0.608893,-1.74729,-0.895893,0.626239,-0.900822,-0.65954
6.06296e-06,6.97618e-06,8.44482e-06,-1.88397,-1.54415,0.495713,-1.70641,-0.885199,0.544654,-1.33074,-0.0959755,0.452621,-0.69371,0.62281,0.17512,-1.08966,-3.23179,0.169289,-0.881265,-2.69508,0.342636,-0.667172,-2.08792,0.512295,-0.543679,-1.15087,0.568574,-0.595035,-3.44351,-0.292578,-0.36432,-2.89968,-0.0913504,-0.159282,-2.29933,0.131552,-0.0616317,-1.29132,0.204334,-0.135348,-3.24112,-0.798829,0.0787864,-2.68374,-0.543065,0.262611,-2.08024,-0.302569,0.295559,-1.19618,-0.177998,0.361477,-2.53289,-1.34192,0.508358,-2.09898,-1.09039,0.608887,-1.7473,-0.895894,0.626235,-0.900825,-0.659542
